year,police_station,fatal_cases,fatal_male,fatal_female,fatal_total,severe_cases,severe_male,severe_female,severe_total,injured_cases,injured_male,injured_female,injured_total,noninjured_cases
1993,Subramanyapura,3,2,1,3,6,4,3,7,10,19,3,22,12
1993,K.S.Layout,2,2,_,2,8,7,1,8,12,9,3,12,7
1993,Jayanagar,11,11,_,11,40,29,12,41,63,57,20,77,44
1993,J.P.Nagar,7,7,_,7,18,15,3,18,30,33,8,41,13
1994,Cubbonpark,6,3,3,6,28,28,3,31,130,138,19,157,70
1994,Highgrounds,13,13,10,23,13,13,2,15,127,131,16,147,119
1994,Vidhansoudha,2,1,1,2,3,3,_,3,35,39,5,44,22
1994,Vyalikaval,4,5,1,6,15,15,2,17,62,65,12,77,51
1994,Sadashivnagar,7,7,_,7,10,10,1,11,60,62,6,68,65
1994,Ashoknagar,14,12,2,14,44,37,7,44,164,205,47,252,186
1994,Viveknagar,2,2,_,2,8,8,_,8,15,13,2,15,19
1994,Ulsoorgate,7,6,1,7,25,23,2,25,67,64,14,78,42
1994,S.J.Parak,2,2,_,2,10,8,2,10,41,33,8,41,28
1994,Wilsongarden,11,8,3,11,14,12,2,14,95,78,19,97,32
1994,S.R.Nagar,3,3,_,3,13,12,1,13,44,32,12,44,38
1994,Ulsoor,15,11,4,15,35,31,9,40,122,144,36,180,128
1994,Indiranagar,8,6,2,8,30,26,5,31,94,87,23,110,49
1994,Airport,2,2,2,4,11,9,3,12,34,44,9,53,33
1994,J.B.Nagar,5,5,_,5,8,8,_,8,18,18,4,22,11
1994,K.R.Puram,17,17,3,20,30,35,2,37,51,73,17,90,25
1994,Byapanahlli,6,5,1,6,18,15,4,19,27,42,5,47,20
1994,Mahadevpura,5,5,_,5,10,10,_,10,12,14,2,16,11
1994,Rammurthynagar,1,1,_,1,_,_,_,0,9,6,3,9,5
1994,H.A.L,9,7,1,8,18,19,2,21,38,35,9,44,14
1994,Vijayanagar,14,12,2,14,31,26,6,32,120,133,26,159,26
1994,Basaveswarnagar,2,2,_,2,12,8,4,12,51,48,12,60,16
1994,Kamakshipalya,4,3,1,4,10,7,4,11,35,41,10,51,18
1994,Bytarayanapura,27,23,4,27,28,28,1,29,101,115,34,149,53
1994,Kengeri,6,9,_,9,5,4,1,5,29,83,24,107,16
1994,Jayabharathi,_,_,_,0,3,3,_,3,2,1,1,2,5
1994,Citymarket,3,3,_,3,2,2,_,2,16,16,3,19,7
1994,Kalasipalya,20,19,1,20,19,18,2,20,128,127,19,146,48
1994,Kengerigate,4,3,2,5,13,12,1,13,50,43,13,56,21
1994,J.J.Nagar,2,2,_,2,_,_,_,0,26,23,7,30,11
1994,Magadiroad,13,13,_,13,18,18,4,22,59,55,11,66,21
1994,Upparpet,13,12,1,13,25,20,6,26,86,95,29,124,49
1994,Chickpet,1,_,1,1,6,4,2,6,8,8,_,8,4
1994,Malleshwaram,10,6,4,10,38,24,14,38,74,75,24,99,39
1994,Srirampura,7,7,_,7,22,20,3,23,61,64,17,81,29
1994,Rajajjnagar,10,10,_,10,22,19,2,21,75,86,18,104,30
1994,M.Laxmilayout,1,1,_,1,11,8,3,11,33,26,9,35,8
1994,Subramanyanagar,15,14,1,15,24,16,9,25,91,77,28,105,52
1994,Peenya,14,14,1,15,35,33,4,37,81,84,20,104,54
1994,R.M.C.Yard,7,6,1,7,10,7,3,10,44,45,8,53,25
1994,Rajgopalnagar,2,2,_,2,4,3,1,4,12,12,1,13,3
1994,S.D.Halli,2,2,_,2,4,2,2,4,7,7,1,8,1
1994,Yeshwanthpur,14,12,2,14,22,20,3,23,109,123,16,139,57
1994,Jalahalli,_,_,_,0,11,11,_,11,38,40,8,48,7
1994,G.Gudi,1,_,1,1,8,6,3,9,16,17,12,29,4
1994,J.C.Nagar,6,5,1,6,10,9,2,11,44,44,16,60,34
1994,R.T.Nagar,8,7,1,8,14,11,3,14,80,80,17,97,51
1994,Yelahanka,29,31,3,34,31,49,8,57,68,109,20,129,24
1994,Hebbal,13,12,1,13,20,22,2,24,45,63,6,69,27
1994,Vidyaranyapura,3,3,_,3,1,1,_,1,5,8,1,9,_
1994,Central,5,4,1,5,22,20,5,25,38,43,11,54,34
1994,Victoria Hospital,1,1,_,1,5,4,1,5,5,4,1,5,3
1994,N.T.Pet,5,4,1,5,12,12,_,12,26,25,3,28,18
1994,Chamarajpet,16,14,3,17,40,33,9,42,88,95,21,116,60
1994,Shankarapura,5,4,1,5,13,9,4,13,18,17,3,20,19
1994,Hanumanthanagar,1,_,1,1,10,11,1,12,32,30,6,36,19
1994,Girinagar,1,1,_,1,6,4,2,6,10,9,2,11,3
1994,K.G.Nagar,_,_,_,0,4,2,2,4,10,9,1,10,6
1994,Basavanagudi,8,8,_,8,35,34,7,41,102,122,25,147,23
1994,Siddapura,6,3,3,6,18,15,3,18,24,35,10,45,15
1994,T.R.Nagar,1,1,_,1,5,5,_,5,8,7,1,8,10
1994,Banashankari,6,6,1,7,27,22,4,26,41,35,5,40,12
1994,Subramanyapura,3,2,2,4,4,4,2,6,18,19,_,19,7
1994,K.S.Layout,5,3,3,6,11,6,5,11,16,21,4,25,7
1994,Jayanagar,9,6,3,9,32,26,8,34,62,70,28,98,41
1994,J.P.Nagar,5,4,2,6,25,20,6,26,36,44,20,64,17
1994,Madivala,28,26,3,29,42,39,2,41,95,100,11,111,70
1994,Koramangala,4,3,1,4,14,16,2,18,28,36,6,42,25
1994,Micolayout,16,12,4,16,34,30,7,37,63,64,17,81,27
1994,Thilaknagar,3,2,1,3,26,24,4,28,25,24,11,35,17
1994,Audogudi,1,_,1,1,17,15,5,20,40,38,10,48,26
1994,Frasertown,7,7,_,7,31,23,8,31,57,54,17,71,40
1994,Banasawadi,8,6,2,8,13,8,5,13,33,29,9,38,12
1994,K.G.Halli,5,4,1,5,14,13,3,16,18,24,7,31,7
1994,D.J.Halli,3,4,_,4,6,4,2,6,17,15,4,19,1
1994,C.Street,6,5,1,6,17,15,3,18,67,68,12,80,40
1994,Bharathinagar,8,5,3,8,10,10,1,11,41,42,6,48,30
1994,Shivajinagar,_,_,_,0,6,6,_,6,13,12,1,13,7
1994,Bowring,_,_,_,0,_,_,_,0,_,_,_,0,_
1995,Cubbonpark,6,5,1,6,33,36,7,43,94,123,12,135,62
1995,V.Soudha,2,1,1,2,15,13,5,18,35,35,11,46,20
1995,S.S.Pura,4,3,1,4,29,22,7,29,59,91,14,105,44
1995,Vyalikaval,8,8,_,8,20,20,3,23,54,54,12,66,45
1995,S.D.Nagar,4,4,1,5,20,20,4,24,44,52,6,58,56
1995,H.Grounds,8,9,_,9,25,26,4,30,81,85,14,99,99
1995,Ulsoor,26,19,6,25,63,59,14,73,134,148,26,174,162
1995,H.A.L,10,11,1,12,15,15,1,16,47,70,10,80,22
1995,Airport,5,4,1,5,16,15,2,17,43,46,14,60,45
1995,J.B.Nagar,4,2,2,4,10,9,1,10,25,30,7,37,20
1995,K.R.Pura,13,12,2,14,14,15,5,20,82,110,41,151,36
1995,M.D.Pura,3,2,2,4,2,2,_,2,19,18,3,21,11
1995,R.M.Nagar,2,2,_,2,1,1,_,1,8,8,3,11,_
1995,Indiranagar,9,6,3,9,18,18,3,21,91,91,20,111,58
1995,Byapanahalli,9,6,3,9,14,11,6,17,52,61,9,70,26
1995,C.Street,8,8,_,8,22,18,4,22,52,54,13,67,33
1995,Bharthinagar,2,2,_,2,21,21,2,23,59,60,15,75,27
1995,Shivajinagr,1,1,_,1,9,9,_,9,13,16,1,17,9
1995,F.Town,10,7,3,10,19,18,2,20,78,79,18,97,42
1995,Banasawadi,4,3,1,4,20,16,5,21,32,33,11,44,14
1995,K.G.Halli,4,3,1,4,10,8,2,10,28,32,5,37,11
1995,D.G.Halli,1,_,1,1,5,3,2,5,22,18,4,22,4
1995,Hennur,1,1,_,1,5,5,_,5,2,2,1,3,4
1995,Market,2,2,_,2,6,6,_,6,21,20,4,24,6
1995,Kalasipalya,18,15,3,18,11,8,4,12,121,129,30,159,56
1995,Chickpet,_,_,_,0,2,2,_,2,9,8,1,9,6
1995,Upparpet,14,13,1,14,15,14,1,15,76,63,19,82,57
1995,K.Gate,8,6,2,8,7,7,_,7,42,36,16,52,31
1995,Magadi Road,10,8,2,10,15,12,3,15,72,65,18,83,32
1995,J.J.Nagar,3,2,1,3,5,4,1,5,29,24,8,32,5
1995,Vijayanagar,11,9,2,11,42,35,8,43,105,99,22,121,37
1995,Chandralayout,_,_,_,0,_,_,_,0,11,11,1,12,1
1995,B.Nagar,11,10,1,11,33,29,4,33,43,64,16,80,29
1995,Kamakshipalya,8,7,1,8,10,8,2,10,59,68,12,80,20
1995,Byatranapura,22,21,1,22,21,21,12,33,78,116,47,163,35
1995,Kengeri,11,16,3,19,5,5,2,7,38,70,14,84,20
1995,Janabharathi,3,3,_,3,4,2,2,4,5,5,_,5,3
1995,Malleshwaram,5,3,2,5,29,25,4,29,83,82,23,105,37
1995,Srirampuram,7,3,4,7,15,14,3,17,52,49,15,64,23
1995,Rajajinagar,7,7,_,7,16,14,2,16,75,72,20,92,23
1995,S.B.Nagar,8,4,4,8,29,24,6,30,108,96,24,120,66
1995,M.Layout,_,_,_,0,9,8,1,9,24,22,5,27,22
1995,Y.Pura,13,12,1,13,17,15,4,19,85,85,19,104,63
1995,Jalahally,5,4,2,6,7,6,1,7,30,27,8,35,3
1995,G.Gudi,3,3,_,3,1,1,_,1,23,24,1,25,4
1995,Peenya,14,14,1,15,10,11,2,13,91,144,14,158,80
1995,R.M.C.Yard,8,8,_,8,5,6,_,6,50,45,11,56,31
1995,Rajgopalnagar,1,1,_,1,3,4,_,4,11,10,3,13,13
1995,S.D.Halli,_,_,_,0,2,1,1,2,13,16,2,18,3
1995,J.C.Nagar,1,11,1,12,14,10,4,14,40,61,20,81,37
1995,R.T.Nagar,12,14,_,14,28,24,4,28,74,98,22,120,42
1995,Hebbal,8,8,2,10,28,24,4,28,53,69,15,84,26
1995,Yelhanka,33,29,7,36,27,23,5,28,64,109,18,127,32
1995,Sanjaynagar,9,8,2,10,11,8,3,11,19,20,5,25,23
1995,Y.New Town,3,2,1,3,4,2,2,4,9,26,6,32,2
1995,V.D.Pura,_,_,_,0,5,5,_,5,16,19,3,22,7
1995,Jayanagar,19,18,1,19,47,38,10,48,72,68,23,91,61
1995,J.P.Nagar,6,5,1,6,26,18,8,26,32,33,11,44,24
1995,B.Gudi,10,10,_,10,50,39,11,50,57,68,17,85,47
1995,Siddapura,5,5,1,6,13,10,4,14,16,11,7,18,12
1995,T.R.Nagar,_,_,_,0,14,10,4,14,16,14,6,20,9
1995,Banashankari,9,5,4,9,30,22,8,30,52,55,11,66,13
1995,K.S.Layout,12,10,2,12,26,23,3,26,32,38,11,49,13
1995,S.B.Pura,2,1,1,2,9,10,2,12,9,19,2,21,5
1995,Central,4,4,_,4,27,24,3,27,40,45,8,53,37
1995,N.T.pet,6,6, _,6,11,9,2,11,20,20,2,22,16
1995,Victoria,_,_,_,0,11,10,1,11,11,11,2,13,3
1995,Chamrajpet,9,5,4,9,40,34,6,40,64,72,18,90,52
1995,Shankarpura,3,1,2,3,11,9,3,12,27,27,12,39,20
1995,H.Nagar,4,2,2,4,23,22,4,26,22,29,7,36,15
1995,K.G.Nagar,_,_,_,0,5,4,1,5,13,10,4,14,5
1995,Girinagar,2,2,_,2,3,2,1,3,8,11,4,15,2
1995,Ashoknagar,22,26,2,28,50,43,7,50,205,213,32,245,192
1995,U.Gate,12,9,3,12,32,25,7,32,71,74,22,96,50
1995,Wilsongarden,16,14,2,16,26,22,4,26,87,84,19,103,48
1995,Vivekanagar,4,4,_,4,8,6,2,8,10,11,3,14,9
1995,S.J.Park,4,4,_,4,10,10,_,10,29,26,3,29,26
1995,S.R.Nagar,5,5,_,5,10,9,1,10,45,44,8,52,57
1995,Madivala,37,32,8,40,46,38,13,51,65,82,21,103,76
1995,Koramangala,10,8,2,10,19,15,5,20,18,16,12,28,35
1995,Mico lay-out,16,16,2,18,39,36,7,43,53,58,9,67,31
1995,Thilaknagar,7,7,_,7,22,18,5,23,44,52,8,60,20
1995,Audogodi,6,6,_,6,21,17,5,22,34,31,10,41,26
1996,Cubbonpark,4,2,2,4,28,27,3,30,77,92,12,104,63
1996,V.Soudha,3,3,_,3,14,13,3,16,40,44,7,51,28
1996,L.H,Nil,,,0,,,,0,,,,0,
1996,V.V.Tower,Nil,,,0,,,,0,,,,0,
1996,M.S.Buildings,Nil,,,0,,,,0,,,,0,
1996,S.S.Pura,7,8,2,10,32,31,2,33,62,67,10,77,32
1996,Vyalikaval,11,6,5,11,28,23,5,28,47,48,7,55,49
1996,S.D.Nagar,5,4,1,5,23,22,3,25,38,39,9,48,76
1996,H.Grounds,11,11,_,11,34,31,6,37,79,81,18,99,89
1996,Ulsoor,18,17,2,19,51,40,14,54,98,132,18,150,126
1996,H.A.L,19,17,2,19,20,17,6,23,40,49,24,73,36
1996,Airport,11,9,3,12,27,22,8,30,39,40,5,45,47
1996,J.B.Nagar,_,_,_,0,6,6,1,7,14,14,2,16,28
1996,K.R.Pura,24,19,7,26,17,17,_,17,80,111,21,132,43
1996,M.D.Pura,9,9,_,9,8,8,_,8,12,15,5,20,13
1996,R.M.Nagar,2,2,_,2,4,3,1,4,12,12,5,17,4
1996,Indiranagar,8,6,2,8,38,35,7,42,56,61,8,69,61
1996,Byapanahalli,10,10,_,10,19,25,2,27,32,32,6,38,24
1996,C.Street,9,7,2,9,13,11,2,13,39,35,7,42,18
1996,Bharthinagar,8,7,2,9,18,17,2,19,33,35,3,38,25
1996,Shivajinagar,1,1,_,1,7,6,1,7,32,32,5,37,13
1996,F.Town,6,6,_,6,28,20,8,28,76,85,30,115,13
1996,Banasawadi,4,2,2,4,12,10,3,13,32,28,7,35,18
1996,K.G.Halli,2,1,1,2,2,1,1,2,24,25,6,31,6
1996,D.G.Halli,2,1,1,2,5,4,1,5,12,13,3,16,5
1996,Hennur,5,4,1,5,5,4,1,5,14,15,8,23,6
1996,B / Hospital,Nil,,,0,,,,0,,,,0,
1996,Market,3,2,1,3,7,6,1,7,21,20,3,23,9
1996,Kalasipalya,10,10,_,10,28,26,4,30,98,97,21,118,63
1996,Chickpet,_,_,_,0,4,4,_,4,12,12,1,13,12
1996,Upparpet,13,13,_,13,26,22,5,27,78,100,27,127,33
1996,K.Gate,9,7,2,9,17,15,2,17,32,32,9,41,15
1996,Magadi Road,13,12,1,13,20,11,10,21,64,66,12,78,25
1996,J.J.Nagar,_,_,_,0,1,1,_,1,14,13,2,15,4
1996,K.P.Agrahar,_,_,_,0,5,1,4,5,10,8,8,16,3
1996,Vijayanagar,16,14,2,16,64,54,14,68,100,97,35,132,63
1996,Chandralayout,4,3,1,4,6,6,4,10,10,12,3,15,12
1996,B.Nagar,9,5,4,9,22,18,9,27,33,34,15,49,31
1996,Kamakshipalya,8,7,1,8,21,19,3,22,40,37,8,45,33
1996,Byatranapura,35,35,4,39,50,45,10,55,78,106,24,130,48
1996,Kengeri,19,17,3,20,19,23,5,28,33,85,17,102,18
1996,Janabharathi,_,_,_,0,4,5,_,5,8,10,1,11,6
1996,Malleshwaram,3,3,_,3,22,19,3,22,89,80,20,100,38
1996,Srirampuram,7,7,_,7,14,11,3,14,51,60,13,73,24
1996,Rajajinagar,7,6,2,8,16,12,4,16,72,70,20,90,19
1996,S.B.Nagar,8,5,3,8,19,12,8,20,93,88,28,116,60
1996,M.Layout,2,1,1,2,4,3,1,4,18,20,2,22,21
1996,Y.Pura,17,16,4,20,32,15,17,32,64,58,22,80,74
1996,Jalahally,5,5,_,5,8,8,_,8,23,22,2,24,5
1996,G.Gudi,4,4,_,4,9,7,2,9,21,22,3,25,3
1996,Peenya,22,21,7,28,28,22,8,30,49,42,6,48,54
1996,R.M.C.Yard,8,7,1,8,14,13,1,14,20,23,7,30,38
1996,R.G.Nagar,3,1,2,3,6,6,_,6,4,2,3,5,8
1996,S.D.Halli,7,6,1,7,8,8,_,8,12,14,3,17,7
1996,J.C.Nagra,10,9,2,11,14,14,3,17,36,34,8,42,33
1996,R.T.Nagar,5,5,_,5,19,14,7,21,28,30,5,35,36
1996,Sanjaynagar,19,15,7,22,41,41,7,48,72,73,22,95,61
1996,Yelahanka,27,24,3,27,54,62,14,76,44,74,9,83,33
1996,Hebbal,5,5,_,5,14,20,2,22,27,28,8,36,12
1996,Y.NewTown,4,3,1,4,10,12,1,13,10,14,2,16,6
1996,V.D.Pura,1,1,_,1,1,1,_,1,7,8,_,8,3
1996,Jayanagar,6,6,_,6,40,31,10,41,57,50,20,70,74
1996,J.P.Nagar,9,9,_,9,33,26,11,37,33,36,12,48,17
1996,B.Gudi,8,6,2,8,44,35,10,45,43,57,12,69,45
1996,Siddapura,3,2,1,3,23,20,5,25,16,20,4,24,3
1996,T.R.Nagar,_,_,_,0,14,11,3,14,12,12,2,14,9
1996,Banashankari,11,7,4,11,54,45,10,55,55,54,16,70,34
1996,K.S.Layout,9,8,1,9,40,40,10,50,21,26,7,33,13
1996,S.B.Pura,5,5,_,,13,13,4,17,16,22,2,24,6
1996,Central,4,4,1,5,28,24,4,28,30,39,17,56,29
1996,N.T.Pet,7,7,_,7,9,8,1,9,18,16,4,20,3
1996,Victoria,3,3,_,3,2,1,1,2,4,3,1,4,_
1996,Chamrajpet,6,6,_,6,40,32,9,41,60,60,18,78,38
1996,Shankarpura,_,_,_,0,9,8,1,9,14,12,5,17,20
1996,H.Nagar,3,2,1,3,24,16,8,24,21,16,11,27,12
1996,K.G.Nagar,_,_,_,0,9,8,1,9,9,7,4,11,6
1996,Girinagar,5,4,1,5,20,16,4,20,26,17,9,26,9
1996,Ashoknagar,18,18,1,19,62,61,12,73,142,161,47,208,121
1996,U.Gate,3,3,_,3,28,25,4,29,77,82,18,100,46
1996,Wilsongarden,11,7,4,11,30,22,8,30,86,93,9,102,72
1996,Vivekanagar,2,2,_,2,4,5,_,5,15,18,1,19,20
1996,S.J.Park,6,6,_,6,4,4,_,4,29,29,6,35,19
1996,S.R.Nagar,9,9,_,9,20,17,3,20,59,55,16,71,47
1996,Madivala,37,34,5,39,70,68,8,76,54,66,16,82,65
1996,Koramangala,3,2,1,3,27,18,9,27,40,34,6,40,13
1996,Mico Lay-Out,7,9,1,10,19,16,4,20,23,24,13,37,33
1996,Thilaknagar,15,13,2,15,38,32,6,38,77,79,8,87,51
1996,Audogodi,9,6,3,9,24,20,4,24,31,55,8,63,34
1997,Cubbonpark,5,2,3,5,38,31,13,44,69,95,20,115,71
1997,V.Soudha,3,3,_,3,15,12,3,15,35,38,8,46,21
1997,L.H,Nil,,,0,,,,0,,,,,
1997,V.V.Tower,Nil,,,0,,,,0,,,,,
1997,M.S.Buildings,Nil,,,0,,,,0,,,,,
1997,S.S.Pura,6,6,_,6,11,8,4,12,57,42,5,47,50
1997,Vyalikava,6,6,1,7,31,30,3,33,42,39,12,51,34
1997,S.D.Nagar,6,4,2,6,27,24,3,27,45,40,14,54,47
1997,H.Grounds,10,10,1,11,36,36,6,42,69,81,10,91,125
1997,Ulsoor,21,18,4,22,53,40,17,57,101,126,23,149,158
1997,H.A.L,9,7,2,9,20,20,2,22,39,47,12,59,21
1997,Airport,8,7,2,9,17,13,6,19,52,51,11,62,42
1997,J.B.Nagar,2,2,_,2,11,11,1,12,23,24,9,33,24
1997,K.R.Pura,15,13,3,16,2,3,2,5,76,79,14,93,51
1997,M.D.Pura,8,7,1,8,4,5,_,5,13,20,6,26,12
1997,R.M.Nagar,_,_,_,0,1,1,_,1,5,6,1,7,8
1997,Byapanahlli,8,6,2,8,9,10,_,10,77,69,20,89,59
1997,Byapanahlli,12,11,1,,13,12,1,13,31,36,6,42,23
1997,C.Street,4,2,2,4,16,8,7,15,56,58,9,67,23
1997,Bharathinagar,_,_,_,0,8,5,4,9,52,48,17,65,30
1997,Shivajinagar,_,_,_,0,7,6,1,7,25,26,7,33,5
1997,F.Town,10,8,1,9,16,17,3,20,55,52,10,62,10
1997,Banasavadi,7,7,_,7,18,15,7,22,50,56,6,62,14
1997,K.G.Halli,2,2,1,3,5,4,1,5,20,15,6,21,7
1997,D.G.Halli,3,2,1,3,4,2,2,4,24,25,2,27,_
1997,Hennur,5,5,_,5,6,7,_,7,18,18,6,24,10
1997,B / Hospital,Nil,,,0,,,,0,,,,,
1997,Market,4,4,_,,5,4,1,5,14,12,2,14,15
1997,Kalasipalya,21,20,1,21,24,21,5,26,113,110,18,128,56
1997,Chickpet,_,_,_,0,4,5,_,5,10,11,2,13,6
1997,Upparpet,11,9,2,11,37,30,10,40,55,54,4,58,33
1997,K.Gate,8,7,1,8,27,19,6,25,30,34,7,41,15
1997,Magadi Road,9,8,1,9,32,26,11,37,50,48,6,54,30
1997,J.J.Nagar,4,3,1,4,8,6,4,10,16,14,7,21,6
1997,K.P.Agrahara,_,_,_,0,4,2,3,5,3,1,2,3,_
1997,Vijayanagar,12,10,2,12,56,45,14,59,101,104,29,133,74
1997,Chandralayout,3,3,_,3,10,10,1,11,19,15,5,20,16
1997,B.Nagar,11,7,4,11,25,17,12,29,35,34,12,46,47
1997,Kamakshipalya,6,5,1,6,32,30,5,35,39,40,12,52,26
1997,Byatranapura,35,30,6,36,44,27,19,46,81,107,27,134,56
1997,Kengeri,16,15,4,19,19,17,2,19,40,71,16,87,23
1997,Janabharathi,1,2,_,2,2,2,_,2,13,18,1,19,4
1997,Malleshwaram,14,9,6,15,28,24,7,31,112,108,30,138,32
1997,Srirampuram,5,5,_,5,22,15,10,25,55,58,11,69,33
1997,Rajajinagar,8,7,2,9,18,19,3,22,85,81,22,103,26
1997,S.B. Nagar,15,15,_,15,19,16,3,19,87,116,45,161,46
1997,M.Layout,2,2,_,2,5,3,2,5,30,23,11,34,16
1997,Y.Pura,25,24,3,27,42,41,5,46,64,60,24,84,70
1997,Jalahally,2,2,_,2,8,8,1,9,36,30,10,40,11
1997,G.Gudi,1,1,_,1,7,4,4,8,21,23,1,24,5
1997,Peenya,27,23,5,28,33,33,4,37,72,81,21,102,70
1997,R.M.C.Yard,4,4,_,4,16,16,_,16,20,21,2,23,54
1997,R.G.Nagar,2,1,1,2,7,5,2,7,10,9,1,10,11
1997,S.D.Hill,7,9,_,9,7,5,2,7,7,19,2,21,2
1997,J.C.Nagar,5,3,1,4,15,18,4,22,31,35,9,44,62
1997,R.T.Nagar,6,6,1,7,19,23,3,26,31,38,6,44,39
1997,Sanjaynagar,16,15,3,18,54,71,10,81,86,93,21,114,110
1997,Yelhanka,25,23,3,26,47,54,7,61,38,39,8,47,30
1997,Hebbal,6,6,2,8,9,12,5,17,21,24,6,30,12
1997,Y.New Town,5,4,1,5,13,18,4,22,7,12,4,16,2
1997,V.D.Pura,3,3,_,3,4,5,3,8,4,4,_,4,4
1997,Jayanagar,7,7,_,7,46,30,17,47,49,58,9,67,61
1997,J.P.Nagar,5,3,2,5,32,24,8,32,21,21,5,26,23
1997,B.Gudi,8,8,_,8,36,30,8,38,57,70,17,87,32
1997,Siddapura,6,4,2,6,20,15,5,20,19,24,5,29,13
1997,T.R.Nagar,2,1,1,2,9,6,3,9,11,9,8,17,15
1997,Banashankari,5,4,1,5,38,31,8,39,53,58,16,74,37
1997,K.S.Layout,12,11,2,13,27,23,5,28,38,27,13,40,12
1997,S.B.Pura,4,3,1,4,8,5,3,8,18,17,10,27,15
1997,Central,6,6,_,6,20,18,3,3,34,30,12,42,20
1997,N.T.PET,1,1,_,1,2,2,_,0,11,9,4,13,9
1997,Victoria,_,_,_,0,4,2,2,2,14,15,4,19,2
1997,Chamrajjpet,10,9,2,11,40,34,7,7,56,55,13,68,39
1997,Shankapura,2,_,2,2,11,7,4,4,15,18,4,22,11
1997,H.Nagar,3,2,1,3,20,16,3,3,24,22,12,34,10
1997,K.G.Nagar,1,1,_,1,6,4,2,2,14,10,6,16,4
1997,Girinagar,2,3,_,3,10,9,2,2,15,17,7,24,9
1997,Ashoknagar,14,12,2,14,39,39,3,42,139,166,33,199,119
1997,U.Gate,7,7,_,7,34,27,7,34,62,58,14,72,78
1997,Wilson garden,8,7,1,8,49,42,7,49,86,94,18,112,38
1997,Viveknagar,5,3,2,5,9,6,3,9,21,20,5,25,13
1997,S.J.Park,4,4,_,4,10,10,_,10,26,25,9,34,15
1997,S.R.Nagar,7,6,1,7,19,13,6,19,40,38,9,47,54
1997,Madivala,49,49,3,52,52,47,5,52,76,106,20,126,76
1997,Koramangala,8,7,1,8,16,11,5,16,54,54,11,65,43
